Company,Vehicle_ID,Type,Latitude,Longitude,Battery_Pct,Range_Miles,Is_Available
Veo,ceb11562-051c-5388-a707-464f3c89ebad,scooter,40.023316,-82.988181,,28.14,True
Veo,9fbb3f0c-3243-57fb-ac62-c2e9ae92e951,scooter,39.998759,-82.951305,,12.52,True
Veo,4cfaff98-a8cd-5b89-a9b6-3fb8c236c64d,scooter,39.942783,-83.021847,,28.14,True
Veo,85c1cc85-fff0-5b0b-98dd-e6502f0c1175,scooter,39.986959,-83.039532,,25.74,True
Veo,2c0c8f7a-371c-51f1-8353-9a8ce2040a62,scooter,39.967654,-82.971006,,28.14,True
Veo,e2db73f1-d360-598d-a4e9-e26fcf70c686,bicycle,40.014774,-82.99524,,26.78,True
Veo,e99f6c5f-a393-5c6c-8ad1-aaf434671282,scooter,39.95572,-82.994966,,28.14,True
Veo,4dc1e85a-89ba-5e62-8297-420dbf33fa04,scooter,40.01821,-82.968393,,28.14,True
Veo,d51619bb-bf23-51a9-87f4-3c5b304af163,scooter,39.992637,-83.013403,,24.33,True
Veo,39e1c447-7fe9-5ade-b591-2b949e0ee771,scooter,40.09269,-82.987928,,27.77,True
Veo,1e9e0a6d-fd99-56b1-ba41-44ae9258df8a,scooter,40.007656,-83.017904,,23.02,True
Veo,40876b55-998c-5237-8e1a-650285b860bc,scooter,39.998425,-83.021462,,27.77,True
Veo,7a315193-3d59-5f1d-84af-a1ab6cd1be01,scooter,40.065368,-82.967597,,22.05,True
Veo,88a51caf-693c-54d8-af6b-86c608f31bad,scooter,40.092431,-82.924413,,28.14,True
Veo,368b0956-f452-58f1-a46c-4e180868874f,scooter,39.998438,-83.02142,,13.64,True
Veo,fefd1e7c-e196-52f0-bdc2-a2d1e35b7d72,scooter,39.938428,-83.062524,,3.67,True
Veo,c940a717-fb10-5822-92b8-79120e22cc15,scooter,39.947742,-82.944709,,1.15,True
Veo,6eade955-dcb4-5e68-9527-050b3c136111,scooter,39.992031,-83.025558,,0.33,True
Veo,3905f228-229c-5643-b6b8-eea5066b0797,scooter,40.037158,-82.973657,,13.1,True
Veo,e5f977e2-5aab-53b2-9abb-6d5f0ece3c99,scooter,40.029992,-82.962848,,24.84,True
Veo,870a283d-02a4-5e22-a82f-2fdecf75ecf9,scooter,39.974421,-83.003917,,13.64,True
Veo,6c66165c-4a53-5f5a-abd4-f06484d48925,scooter,39.96033,-82.865501,,7.62,True
Veo,f34904fd-6496-59cb-aba5-8df20a0c837d,scooter,39.974163,-82.877811,,28.14,True
Veo,d6af5eda-5062-5222-9921-d16ce1516959,scooter,40.086945,-83.019463,,20.05,True
Veo,1be2ae66-8e8e-55cd-ab32-ad4cb54e34ed,scooter,39.959304,-83.037733,,22.7,True
Veo,775a8814-d97a-5654-ae96-58b99a17cfb4,scooter,40.009718,-82.982732,,23.02,True
Veo,6037c23d-a229-5a31-a579-76181edd838d,scooter,40.001932,-83.013711,,28.14,True
Veo,659a8795-5f4b-5481-a04a-ef1d219634dc,scooter,40.005037,-82.951882,,28.14,True
Veo,54172db7-7d48-501a-87ac-84c229c9d5e8,bicycle,40.00359,-83.008847,,27.77,True
Veo,f6ea91d4-d521-5ba4-93a7-d782827983d8,bicycle,39.957436,-83.011343,,6.31,True
Veo,cc71687e-04b3-52a9-9c09-6d5cdb4c6e59,bicycle,39.993973,-82.983405,,24.33,True
Veo,36979e9f-5415-54f7-97d5-406629b27260,scooter,39.935844,-83.097196,,28.14,True
Veo,fd734c87-6a10-5ded-a6db-f34d4a9f11ae,bicycle,39.971852,-82.90938,,28.14,True
Veo,9b47d1ad-72c2-520f-8375-3afd693add6d,scooter,39.968135,-83.013133,,24.06,True
Veo,2ff2fcfc-834e-54e6-95a7-63777ebead87,scooter,39.933444,-82.930627,,8.43,True
Veo,00fdf2ec-c2fe-5993-8cb1-5c49b53753fb,scooter,39.942581,-82.96784,,11.59,True
Veo,56ccb93e-9f30-5e6f-805c-57f992fdbdff,scooter,39.942501,-83.020565,,4.78,True
Veo,9f8f4fb5-45bc-52f9-a60a-a1aa6488d9e0,bicycle,39.96982,-83.008773,,21.77,True
Veo,d99fee9e-9209-5176-91e8-bbfbe6d0d562,bicycle,39.993604,-82.981123,,17.37,True
Veo,5cfabc33-b2aa-5fee-98e6-780157d86584,scooter,40.018013,-82.946486,,18.19,True
Veo,97c54d8c-36c4-5dd8-be3b-ca11aac82c2c,scooter,40.001067,-83.008415,,13.64,True
Veo,0a4ca507-e493-5200-a945-fd50c2995856,scooter,39.958542,-83.00276,,6.98,True
Veo,2a062f47-a7a3-5c91-b6f9-f8a8ebb7210e,scooter,40.01148,-83.013511,,17.89,True
Veo,f294cc4c-e8f3-5b5d-8d81-a90a34b22977,scooter,39.988146,-83.005898,,22.7,True
Veo,22fd2a2c-7dce-5e98-bd55-5d937596feb5,scooter,39.968772,-82.959481,,25.34,True
Veo,8279da6d-8810-52a9-8e9e-23cb70439983,scooter,40.090697,-83.048938,,24.06,True
Veo,155c2747-2f19-5d0c-ab79-b66f0d360d63,scooter,39.99929,-83.021518,,28.14,True
Veo,3b60a383-1361-5188-889d-772ff3f0723b,scooter,39.950792,-83.065475,,28.14,True
Veo,e050e302-a70d-5c92-9cb5-25f76dd8b491,scooter,40.035457,-82.963786,,27.77,False
Veo,f937a0ef-564a-5968-952b-fb68fe460e8b,scooter,40.023223,-83.028218,,12.87,True
Veo,9d436a83-f922-56df-bd36-cd03f11508a9,scooter,39.979858,-83.007548,,20.37,True
Veo,57d85c40-498c-53eb-b195-5a313a076f4d,scooter,40.016472,-83.011436,,21.15,True
Veo,f57dfb65-fef3-564d-ad3d-069a5de3d5e0,scooter,39.898686,-82.957344,,17.89,True
Veo,918d70b1-a02d-54f2-a1a7-7fa402906ee2,scooter,39.958706,-83.080995,,20.78,True
Veo,8073d676-7b6b-5a0f-8350-77bf2d6273fa,scooter,39.932053,-82.877851,,3.13,True
Veo,c1985f39-8a14-526e-a81f-915de9ea53e3,scooter,39.943169,-83.022188,,9.97,False
Veo,06ee7a05-a25f-565a-a617-a14887c0687f,scooter,39.980384,-83.080368,,26.78,True
Veo,9081d5d7-2a4e-5926-ba78-6331b3d1bc0d,scooter,39.896655,-82.983583,,28.14,True
Veo,5950d74f-4319-5b8b-ae66-bcbac8a19e43,scooter,39.999249,-82.973149,,8.43,True
Veo,79f60fbd-500a-5bde-91dc-63a2a439f0c6,scooter,39.947859,-82.873499,,28.14,True
Veo,a52062d3-30b2-5475-a04d-7b0c8d66e7f2,scooter,40.007728,-82.998108,,25.74,True
Veo,45e16f64-6f54-58bb-868b-8fa776557ba8,scooter,39.970404,-83.001733,,16.39,True
Veo,225c0d83-a546-5797-a3c4-425e1b01610e,scooter,39.95599188,-82.94532807,,0.0,True
Veo,5a8ec8be-f102-522f-9b6c-576d9962b701,scooter,39.912488,-82.990767,,5.59,True
Veo,426199d5-9c5e-5b18-bc3b-bd4e48219dd6,scooter,39.908666,-83.045326,,21.15,True
Veo,5314abd6-23de-5b92-8cd1-a3069252c3ff,scooter,39.885562,-82.919861,,18.67,True
Veo,51960c8d-2487-505b-9bfa-e91f1631b655,scooter,39.984287,-82.999603,,9.65,True
Veo,af131266-3d2f-52f9-978c-323c7694ec04,scooter,39.934109,-82.907346,,27.02,True
Veo,a8f5317b-e322-51f5-9449-9aaf8fdeb819,scooter,39.935043,-82.992889,,8.43,True
Veo,55ab046a-97bf-5461-9b5a-6d263698cc85,scooter,39.935774,-83.119209,,3.13,True
Veo,6c6c5b27-a740-5002-9a10-1fd1bed273f5,scooter,40.035075,-82.993303,,13.64,True
Veo,c26539e9-2f84-5d05-87c6-09243990cd52,scooter,39.985258,-82.919752,,13.1,True
Veo,586d1afc-09e6-5a6c-b075-5b2129953516,scooter,39.912644,-82.990737,,13.86,True
Veo,1f31fcb1-ac1d-59ba-8534-c494aca6da49,scooter,39.964542,-83.005406,,3.81,True
Veo,77698536-fe60-5b2a-9987-9f854c92cd09,scooter,40.027815,-83.021278,,5.03,True
Veo,46ef8abe-e892-592b-aa50-ae9b92b14ca9,scooter,40.014775,-82.99527,,28.14,True
Veo,e1b89c09-867a-57b1-8405-ddfe5ee0fe9e,scooter,39.962194,-83.004223,,0.33,True
Veo,e1f5288d-ef0b-5045-bf9a-8304dd9cdb6a,scooter,39.927567,-83.091466,,11.83,True
Veo,081b2e5a-f685-5997-918c-936ec305904b,scooter,39.96072,-83.013565,,1.56,True
Veo,1f3e6554-16c5-5ce7-b66d-a97ee3670ee4,scooter,39.956043,-83.006087,,21.49,True
Veo,7da708dc-5a1a-5903-895c-e4cc973543bb,scooter,40.094433,-82.989778,,28.14,True
Veo,4c4a4141-b576-55c7-a9af-ff14ef72ddff,scooter,39.902593,-83.056891,,28.14,True
Veo,e4c54d7f-9277-569c-a26f-a5079cab9184,scooter,39.99498,-83.03185,,17.89,True
Veo,8ce0d929-ccc2-5e45-8f1c-54af75bd6f14,scooter,39.933786,-82.964401,,19.05,True
Veo,5b02d48f-e3cd-565a-8349-7fb62b3ad14c,scooter,39.920507,-82.897424,,7.62,True
Veo,a4b74cf9-ced8-548f-8034-8ea340867152,scooter,39.954329,-82.990011,,3.81,True
Veo,33f09514-0c5b-5381-875a-bd99d8889ca7,scooter,39.969309,-83.00172,,28.14,True
Veo,0be14472-f5c7-5643-9061-2f685614666c,scooter,39.985764,-82.967965,,12.63,True
Veo,8e9f7ae4-9910-5f68-8eb3-ea03f3ff5ecc,scooter,39.969794,-82.969494,,1.15,True
Veo,a11d3f2a-fab5-5f02-aa32-91dc174b2a3a,scooter,39.961603,-83.034861,,16.84,True
Veo,d1b30a80-5997-5117-af09-d3e2b5f62017,scooter,40.065012,-83.015522,,0.85,True
Veo,86e27a47-ca61-5237-96b5-47f1dbcd12bd,scooter,40.02251,-83.027163,,14.17,True
Veo,603d37ee-6aea-5dea-8f98-9c7e0eafc8b2,scooter,39.944507,-82.900257,,28.14,True
Veo,2040512c-b312-5df7-abcc-f8e8af474214,scooter,39.931532,-82.942461,,28.14,True
Veo,ca448a4a-1e06-5098-a60d-90034794232e,scooter,40.005011,-83.008244,,21.15,True
Veo,9cfc4fec-7837-5a53-8399-58d48da984c5,scooter,39.957736,-83.076621,,28.14,True
Veo,5f718f0b-48f4-520c-a0dc-0c40dbd0b3d1,scooter,40.045003,-82.956926,,28.14,True
Veo,4d231369-d12e-5655-af57-0b98d6213d2f,scooter,39.936677,-83.104431,,21.49,True
Veo,f95d0581-4766-5d68-ab0b-8a47b3cc2707,scooter,40.024434,-83.033317,,26.78,True
Veo,8b85def7-8c5f-5c89-a545-8a4b5408c292,scooter,39.958741,-82.999985,,14.86,True
Veo,7beb14a6-71dd-5bfb-b611-26975789f55c,scooter,39.979942,-83.023644,,27.18,True
Veo,6104c7eb-ac1a-55aa-8185-67e1c1a4f6ed,scooter,39.952487,-83.075181,,23.02,True
Veo,e90dd762-9b68-5aec-ad2c-7db211094441,bicycle,39.983537,-83.011097,,28.14,True
Veo,7305004d-1c58-5d0d-92bf-530dc91d9b62,scooter,39.940103,-82.976473,,16.39,True
Veo,4a74666f-cde7-557b-b69d-bb93605959e8,scooter,39.965559,-82.995073,,18.67,True
Veo,8924b693-7bc2-5dee-98c7-31b9a7b00a17,scooter,40.018026,-82.946382,,17.37,True
Veo,4cafffb2-ad9b-5958-b573-a02cc43f976b,scooter,40.054852,-82.958306,,22.05,True
Veo,5dff0c3d-678b-5f8b-8938-d33ad0e03f1d,scooter,40.051184,-82.920198,,0.85,True
Veo,8b4fe214-1961-5a19-b72e-229adb91cd3c,scooter,39.908824,-83.089554,,3.67,True
Veo,f1c4d05c-56aa-5b28-b862-4ebe2099b67d,bicycle,39.952336,-82.981425,,25.34,True
Veo,f768f715-7ca0-5b0a-92b4-81c8d3fc16db,bicycle,39.949878,-82.858813,,24.06,True
Veo,d47bff6b-bf65-561d-b81e-c9a150dd1aff,scooter,39.968219,-83.009585,,8.43,True
Veo,52a85bcb-1295-5877-bd02-a1742bbbc123,bicycle,39.993403,-82.983547,,27.77,True
Veo,cd97f1b1-bdc8-5955-ac80-45b07616c178,bicycle,39.942973,-82.996048,,6.67,True
Veo,7df201d4-98cd-5a13-8fc8-16dfb4456a02,bicycle,39.891677,-82.997544,,27.18,True
Veo,e76043bf-8214-52ef-9b85-06c1e198919d,bicycle,39.972201,-83.039831,,7.29,True
Veo,1facb750-9c0b-5662-b76c-806aabefe7cf,bicycle,39.960342,-82.986853,,23.33,True
Veo,3b5b229b-e9dd-5fb3-9427-0fb6b95dd6df,bicycle,40.003236,-82.998454,,28.14,True
Veo,e47e2aa5-f1b2-56fb-96bd-596e15006095,bicycle,39.951305,-82.96787,,4.67,True
Veo,f8e93b9d-81da-5274-bfd4-8513f690beba,bicycle,40.044993,-83.027999,,1.56,True
Veo,5d9f3f0b-f2df-5155-8f1b-e3f79d826fff,bicycle,39.98544,-83.003151,,26.51,True
Veo,f951c4de-15a8-5cf2-8444-f385bff8f6a4,scooter,40.009766,-83.01146,,12.87,True
Veo,637fee65-aa7c-5478-8d54-0141b9fa9fc4,bicycle,40.001324,-82.996833,,14.86,True
Veo,77df97f8-f729-59e7-909e-9aaddfbf7d66,scooter,39.970005,-83.002125,,22.05,True
Veo,b90a6cdd-3428-5a34-9109-b817cd781551,bicycle,40.107711,-83.015972,,3.48,True
Veo,9453eda4-52cc-52bf-b113-479afea6fcc6,scooter,40.014552,-82.981677,,12.87,True
Veo,9d506803-16a0-5d69-92d9-4a94965829b6,bicycle,40.011147,-83.002048,,22.7,True
Veo,29906aba-991f-53b2-9cdf-fcc5bd157f72,bicycle,39.987308,-82.997168,,7.62,True
Veo,d47203f3-cb1a-5360-97ff-77137a10102e,bicycle,39.970534,-83.002377,,25.74,True
Veo,c1d763ee-f8e0-5031-8c98-889f64d5867f,bicycle,39.951094,-83.035858,,19.39,True
Veo,0b8d8aa2-3163-522e-87f1-63731e17d3a9,bicycle,39.939141,-82.968726,,28.14,True
Veo,355cdcd7-0dd4-5ca0-8072-9d17f410efef,scooter,39.975414,-83.004521,,11.34,True
Veo,e14da790-ee94-5f21-8f8e-760df018ddc0,bicycle,39.996797,-83.008174,,11.34,True
Veo,358ce1db-b1a7-54c4-a79d-cf6fbd0f0be3,bicycle,39.935265,-82.977003,,7.29,True
Veo,be5ed061-710a-592e-9a1b-dce3111a37bc,bicycle,39.990363,-83.005212,,14.61,True
Veo,a3f74cfa-6948-5703-9e75-031a82a1f50f,bicycle,39.948693,-82.958536,,14.43,True
Veo,6057a3a2-da91-5b3d-b2f0-c0c756a115c4,bicycle,39.952912,-82.967256,,21.77,True
Veo,8bdbd05c-104f-5e54-a53a-a188c698164f,bicycle,39.990763,-82.964615,,26.25,True
Veo,58c7888a-fad2-5b22-8d54-18e8ec9c4402,bicycle,39.961964,-82.998715,,13.64,True
Veo,8c09385a-fb1c-5ec1-844f-54cd494c6bbd,bicycle,39.969101,-83.007506,,10.79,True
Veo,53b143ed-1f40-539c-b916-eb7c0d5b5cd0,bicycle,39.953109,-83.037024,,28.14,True
Veo,17de0bba-9f53-5125-ab3c-593ba5901021,bicycle,40.000297,-83.018058,,28.14,True
Veo,6e5d4037-976b-5274-bee4-1939ed67a518,bicycle,39.995746,-83.006587,,8.43,True
Veo,79194e00-aaef-5081-924e-6b34d2d3e706,scooter,40.00206,-83.008425,,28.14,True
Veo,2de8cd39-7a74-5b59-9de7-e85d341fda06,bicycle,40.02929683,-82.92249506,,0.0,True
Veo,3b8c1a5a-2143-50f0-9923-63d6d529ea59,bicycle,39.95582,-83.003143,,24.06,True
Veo,9314e082-76e4-57e2-b3fb-dd2f04cc8853,bicycle,39.96003,-82.860964,,27.77,True
Veo,ebff61d8-78dc-5892-a5d4-6dddce9a5b9d,bicycle,39.977268,-82.972247,,16.84,True
Veo,c9ec26f1-1ecb-50ff-a8fd-8ded3d05ae8b,bicycle,39.898591,-82.998873,,25.65,True
Veo,9f093de6-f25d-5a69-824c-9b14f6e51018,bicycle,40.022886,-82.965551,,28.14,True
Veo,ff5b6171-a95d-5135-ac30-f0b138553cdd,bicycle,39.954004,-83.012416,,12.63,True
Veo,67f9cf75-4898-5d85-bd71-296eb40868a6,bicycle,40.092466,-83.017108,,1.56,True
Veo,11a5a538-dc38-5ebe-bb78-714ffc768450,bicycle,39.956099,-83.005239,,25.94,True
Veo,7f5b8cf8-0299-5bb7-99fa-4fe013ca8f83,bicycle,39.933251,-82.9807,,11.34,True
Veo,1d6e1200-a658-5e93-ad6f-f31d859ed790,bicycle,39.986443,-82.917043,,7.29,True
Veo,c525600b-31b5-58ae-8d18-e5aaff328360,bicycle,39.993931,-82.983355,,14.43,True
Veo,1514d088-e8b3-5902-972c-e22b431b6839,scooter,40.061913,-82.92874,,27.18,True
Veo,0456bf8e-ee87-5db8-8d92-6007b1c14e7f,bicycle,40.003743,-83.013032,,26.51,True
Veo,9bd96979-2431-57ab-b603-5d71fc0a3e95,scooter,39.978399,-83.010499,,24.33,True
Veo,4ef2d536-a690-5711-8565-40814f574ebc,bicycle,40.003412,-83.000316,,28.14,True
Veo,6c2ba133-27be-5f28-b3d1-2a9bc80fec6c,bicycle,39.964426,-82.993237,,28.01,True
Veo,49855438-8c72-5805-a5eb-1511ab422d53,bicycle,39.94102895273343,-83.09282003184379,,0.0,True
Veo,583cd9d3-8c97-5217-8466-ee3b14aec978,scooter,39.992352,-82.999301,,20.05,False
Veo,62939eaa-32f1-5043-8c56-46204e7849de,bicycle,39.96606,-82.962403,,6.67,True
Veo,57762432-a54e-5a2a-9fd4-59a1cd600890,scooter,40.003383,-82.998978,,26.51,True
Veo,3d5c9aa4-20f1-5d50-b8c5-53845a98bb91,bicycle,40.084335,-83.025817,,14.61,True
Veo,b1856026-0833-5884-a4d5-0091700b7968,scooter,39.973876,-82.963369,,26.51,True
Veo,96d770ee-e12c-5632-b381-566251a550e0,bicycle,39.956824,-83.004083,,28.14,True
Veo,eb404be4-4926-5139-acc3-9cd0dc5a9293,bicycle,39.941599,-82.955529,,28.14,True
Veo,5d719951-f446-5efd-85f1-270f756b4e1b,bicycle,39.9559180801078,-82.94530223016405,,0.0,True
Veo,a320d8a9-1856-5e97-bddf-817507a8709a,bicycle,39.958847,-82.949401,,22.7,True
Veo,eb59f814-74bd-5514-8478-5128c55a98fa,bicycle,39.968836,-83.007706,,27.02,True
Veo,edf2153a-2c51-532e-b9af-d0db3d106495,bicycle,39.980113,-82.860552,,25.65,True
Veo,b71d3eb6-2baa-5d09-b471-441b3ad0fb47,bicycle,39.973799,-82.964043,,14.86,True
Veo,ff1416f7-f292-5f30-8da7-68f5239a16ab,scooter,39.961135,-82.994207,,24.84,True
Veo,edce27ea-e8fa-5141-b134-e8bc3c7ccccb,bicycle,40.001355,-82.972493,,0.33,True
Veo,214ff15c-d728-5343-b55c-3c8300000052,bicycle,40.003213,-82.998428,,14.43,True
Veo,af224bbc-9780-5091-94a6-7673623c8836,bicycle,39.9993,-83.021549,,28.14,True
Veo,8e1e1300-45ab-5c07-b4b0-860392f42369,bicycle,39.970277,-83.004613,,13.39,True
Veo,7d92feec-8641-5845-9d24-15cbc9e9e9fe,bicycle,39.955968,-82.945458,,28.14,False
Veo,ac04ac3a-20e2-574e-9e66-5760f65c7c00,bicycle,40.001474,-82.999405,,18.19,True
Veo,7508a470-271a-554e-ad20-edd89a70cc11,bicycle,40.017071,-83.012735,,25.34,True
Veo,c9d1b2ff-8624-5e4e-9ad6-e34f232ea15a,bicycle,40.006453,-82.974223,,18.67,True
Veo,3ce5a736-4c17-5158-9c68-ca346421d8a3,bicycle,40.005498,-83.007412,,13.86,True
Veo,ce4bed83-a91e-5bcb-b405-f0099e41642e,scooter,40.015689,-83.003311,,24.33,True
Veo,d9934c31-344e-5355-b342-fe8d4e7120f3,bicycle,39.967264,-83.004908,,25.34,True
Veo,38a5d504-1898-5a9a-a83d-44083a70d5b7,bicycle,39.939634,-82.890861,,20.37,True
Veo,4b110a35-5a57-551d-a5e3-d174210253dd,bicycle,39.954082,-82.9161,,14.86,True
Veo,266f9e1b-cb51-5229-b853-a358f67379f9,bicycle,39.985135,-83.016169,,8.43,True
Veo,88b39e8a-d7a4-5bd7-ac23-b546473c7fdd,bicycle,39.980974,-82.926581,,25.34,True
Veo,09e67c16-5da0-5d1a-861c-97f7fa8f4695,bicycle,39.997917,-82.978698,,25.74,True
Veo,809ef5d8-9205-5df4-86a3-4740ba168603,bicycle,39.95599019523681,-82.94537565840957,,0.0,True
Veo,dd83b346-b857-5662-901d-8c0990aef7f7,bicycle,40.060264,-82.96151,,28.14,True
Veo,de9b2afb-e455-544c-a160-dca9ce505d65,bicycle,40.065112,-83.059841,,28.14,True
Veo,9320a104-7874-578a-a1f9-342621d67c59,bicycle,39.952459,-82.981163,,25.94,True
Veo,9281e13f-ac68-5549-96dd-e2539521a907,bicycle,39.961363,-83.032529,,5.83,True
Veo,ad74fb99-b24c-5d23-9afe-3476f2312428,scooter,39.969455,-83.017215,,24.06,True
Veo,420ad50f-0452-5918-8294-0cbc82a6eaba,bicycle,40.09506,-83.112808,,1.15,True
Veo,fb396844-887c-5f0b-814d-49a7d06a679e,bicycle,40.086884,-82.997415,,28.14,True
Veo,66ada485-1b42-51ec-b275-9b69af6367da,bicycle,40.011983,-82.968567,,27.77,True
Veo,d8cde343-a85e-5704-9f8f-6b516e337529,bicycle,40.010279,-83.008777,,6.67,True
Veo,f9baead9-3332-55df-a107-86ed92b9e868,bicycle,39.993924,-82.983412,,17.37,True
Veo,63046260-3c63-5a87-b511-c7574d61f1f1,bicycle,39.950965,-82.954973,,14.17,True
Veo,926c5166-93eb-5b48-9192-b6fcfb5b6a16,bicycle,39.991721,-82.947114,,26.78,True
Veo,7667a24e-bd72-5dbe-a3d1-0a45aa911bda,bicycle,39.973535,-83.005298,,12.52,True
Veo,677bc126-e85b-500b-926e-05ac7cb80c2f,bicycle,39.975298,-83.020638,,28.14,True
Veo,c51894c1-263c-52a2-bc30-612acce9fe98,scooter,39.965303,-83.083188,,9.97,True
Veo,3e90114e-3508-570c-b539-ed4cdf959be0,bicycle,39.987176,-82.999509,,19.39,True
Veo,174b970f-78eb-53d7-b0ef-4113b909063c,bicycle,39.938918,-82.885059,,28.14,True
Veo,f19c0659-7879-5103-967d-e0e4857627e7,scooter,40.0071,-82.980541,,15.45,True
Veo,ca83303f-873a-509a-9293-44c2418c3999,scooter,40.006579,-82.977316,,12.52,True
Veo,b10ce567-fd18-5c4b-b184-181761d3d485,scooter,39.942017,-82.961267,,28.14,True
Veo,8c4c7167-5808-5012-9ca6-3df8a8bfd9a4,scooter,40.003212,-82.998434,,28.14,True
Veo,f23b1204-a55e-5179-af09-d45b8b4d604a,bicycle,40.007974,-83.009631,,16.84,True
Veo,d6a614de-6f69-5939-8f90-7967905aef7b,bicycle,39.973835,-83.001374,,14.61,True
Veo,68d5b5e6-7b28-5980-9133-57d1f4b7c861,scooter,39.989849,-83.005307,,14.86,True
Veo,072f1382-5935-5cbe-9e31-d872b9fcafec,bicycle,39.965459,-82.911736,,12.87,True
Veo,456e81f6-70ca-5da7-9405-4d21596136ee,bicycle,39.982951,-83.005031,,2.09,True
Veo,1c776845-03f8-51e6-9a6a-04660f6e39cb,bicycle,39.957706,-83.006241,,14.61,False
Veo,09be818b-a0cf-51ed-86a8-b25ec92025b9,scooter,39.9939,-82.983437,,20.78,True
Veo,50230ef5-cfa5-52e1-8eba-0d9933e4a6eb,bicycle,39.950043,-82.894766,,9.29,True
Veo,70d93ceb-2bdf-5431-ab53-b675b9a71bd7,bicycle,40.000348,-83.017948,,15.18,True
Veo,f51e9da6-2ec6-5f9e-a8b0-085fca1222e1,bicycle,39.962132,-83.004196,,24.84,True
Veo,aae75ce3-1a57-53b3-9765-903e56c1c2d8,scooter,39.971815,-82.977344,,27.02,True
Veo,f47336f4-85b8-5b6a-a943-4c09f7590bdc,bicycle,39.984317,-83.004896,,17.89,True
Veo,bc8d6fac-d4ae-5578-afd8-28ced766c81b,bicycle,39.956113,-83.065307,,28.14,True
Veo,b388bad9-c5b3-5e87-bd07-e0461e85cdc7,bicycle,40.004375,-83.009762,,28.14,True
Veo,268b2f65-23a9-5be2-bee2-85262eefe99a,bicycle,40.107553,-83.091365,,2.79,True
Veo,99d24ddc-0635-5cbb-b3cc-f9caf3f43617,bicycle,39.953634,-83.019596,,20.78,False
Veo,147f3de5-1ea1-56c8-9668-c2ffc340eee9,bicycle,40.011458,-83.010442,,14.61,True
Veo,f316bc48-aac7-51cc-aab3-29a1ff40933c,bicycle,39.95665,-82.988625,,28.14,True
Veo,01beb021-6ee4-51d9-bcaf-fedeb6a880ae,bicycle,39.927914,-82.979275,,14.61,True
Veo,44d6aa90-7070-5076-aa1e-42c3fa7b37de,bicycle,39.969303,-83.00134,,7.62,True
Veo,7741c224-b7d7-5649-9148-a504c2b48767,bicycle,40.002615,-83.00854,,28.14,True
Veo,453ceac8-917e-5a66-b0df-8949facfa19c,bicycle,39.998093,-83.009651,,14.86,True
Veo,82184bae-4317-5b13-833e-8f0f1d5edc94,bicycle,40.030391,-82.963124,,24.33,True
Veo,daf7c67c-641f-5913-bbbd-92ffea7a2c55,scooter,39.97014,-83.051612,,21.77,True
Veo,fc1620dc-39cb-521a-bc4a-772d714397d4,bicycle,39.956434,-83.04768,,8.09,True
Veo,854f3f88-bd22-5ec3-9fd2-8ed9bab095e7,bicycle,39.969885,-82.968696,,11.83,True
Veo,dde2c899-ad3b-535b-9b37-17fd301037e4,bicycle,40.001663,-82.981919,,28.14,True
Veo,ed5d77b4-73db-5cff-a2c6-2f6fda1484a0,bicycle,40.032458,-83.017365,,23.02,True
Veo,6d722ef2-aba6-5fdb-8696-55ed2232fddd,bicycle,39.93971,-82.864115,,28.14,True
